,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
73,你好，请问贵公司自然人股东吴鸣霄所持限售股解啥时候解禁？,"投资者您好。针对公司自然人股东吴鸣霄所持限售股解禁事项回复如下：1. 自然人股东吴鸣霄所持股份限售原因为公司股权分置改革相关承诺，具体可查阅公司2006年11月1日披露的股权分置改革说明书；2.经公司2011年度第三次临时股东大会审议通过，公司原控股股东史佩欣与昆明交投支付全部对价人民币 8,485万元，用于解决股权分置改革的遗留问题，并实现公司限售流通股上市流通；3.由于未按照所持股权比例支付对价，吴鸣霄所持股份的上市流通须经史佩欣、昆明交投两方书面同意后，方可实施。谢谢。",Positive,Positive,4,3
74,氯碱化工是吉兰泰控股的嘛？我怎么查下来是上海华谊集团控股的呢？,您好，中盐吉兰泰盐化集团有限公司持有中盐吉兰泰氯碱化工有限公司的100%股权。谢谢您的关注！,Positive,Positive,4,3
75,精融汇 2016年净利润多少？亏损？,尊敬的投资者，您好！请详见公司2016年年度报告。,Positive,Positive,4,3
76,根据公司成长需要，会否高送转？,尊敬的投资者您好！公司的利润分配事宜，请届时关注公司公告。谢谢您的关注！,Positive,Positive,1,1
77,你好 請問貴燃有沒有自己的天然氣可開采？你們銷售的天然氣都是進口的還是國産的還是都有？各占的比例是多少呢？謝謝,"您好，感谢您对公司的关注！公司主要从事城市燃气运营,主要业务为贵州省天然气支线管道、城市燃气输配系统、液化天然气接收储备供应站、加气站及相关配套设施的建设、运营、服务管理，以及相应的工程设计、施工、维修。公司从上游天然气供应商购入管道天然气及 LNG，通过公司建设或运营的天然气支线管道、门站、储配站、各级输配管网，按照用户的需求及管道压力将天然气输送和分配给城市居民、商业用户、工业用户和加气站等用户。2018年1月1日至2018年6月30日，公司的主要气源为中国石油西南销售公司供应的管道天然气。谢谢。",Positive,Positive,4,2
78,贵公司地方国资成为第一大股东后，有没有相关产业支持？公司有没有新能源汽车产业方面有所布局？公司有没有积极打入特斯拉产业链的打算？,尊敬的投资者，您好！公司现控股股东宁波市镇海投资有限公司是宁波市镇海区人民政府根据镇海区经济发展战略总体要求，为进一步规范、深化政府投融资管理体制，拓宽国有资本投资领域，提高资金运行效益而成立的国有独资公司。本次控股股东变更意在积极推进资源配置优化，促进上市公司可持续健康发展。公司目前已完成董事会的改选工作，后续将在新的董事会领导下，充分考虑控股股东产业资源背景以及公司自身在资金、技术和管理等方面的优势，本着有利于全体股东利益、有利于公司发展的基本原则，在充分调研和研究分析的基础上，选择合适的、有长期发展前景和盈利能力的企业或技术成果，整合资源，促进公司快速稳定持续地发展。公司积极推进新能源汽车产业方面的布局，新产品电子真空泵广泛应用于新能源汽车和涡轮增压或缸内直喷的传统燃油车上。今年以来，电子真空泵产品继开始批量供应给江苏吉麦新能源车业有限公司等客户后，近期又通过一汽吉林汽车有限公司严格的开发管理、质量审核成为其配套供应商，其他新能源汽车和传统车相关客户也在稳步开拓中。公司目前与特斯拉无直接合作关系，相关信息请以公司公开披露的为准。感谢您对公司的支持和关注！,Positive,Positive,4,3
79,悲催啊，底部持续发利空消息，这让股民情何以堪！,您好，相关情况请关注公司公告，感谢您的关注！,Negative,Positive,1,1
80,尽管都亏损累累，但是我们坚信苏粒佳会成功造福人类，请不要让它成为一出闹剧！！,投资者您好：谢谢！,Negative,Positive,4,3
81,请问：1.公司年初公告挂牌出售物业公司和所持中国平安等股票进展如何？2.向大股东转让颐德大厦进展如何?3.年度业绩有大的改善吗？,尊敬的投资者您好！公司在2020年半年度报告之“(五) 重大资产和股权出售”部分披露了存量物业处置和股票处置进展情况，目前没有应披露而未披露的信息。颐德大厦转让事宜正在推进中，如有重要进展公司会及时披露。今年以来公司在提质增效方面成效显著，新开盘项目销售情况良好，但公司业绩受多方面因素影响，目前尚不清楚全年业绩情况，敬请您关注公司披露的公告。感谢您的关注！,Positive,Positive,4,3
82,公司有多少可供交易的碳资产。,您好，感谢您对置信电气的关注。有关碳资产的相关信息，请以公司在上海证券交易所网站和《上海证券报》披露的定期报告内容为准。,Positive,Positive,4,3
83,既然集装箱业务少为何投入巨资进行智能化集装箱建设。该投入与产出不成比例，决策层是否将宣传政绩和提供宣传口号的优先级高于业绩增长的优先级。,您好！我公司集装箱处理与配套服务板块属于我公司六大业务板块之一，在今年上半年，该板块分部业绩（利润总额）为5.12亿元，同比增长4.6%，占公司业绩约16%。随着港口智慧绿色转型升级，集装箱智能化有利于港口提质增效，我们的全自动化集装箱码头已连续7次创造自动化码头装卸效率世界纪录，目前单机作业效率最高达到52.1自然箱/小时，较传统码头作业效率至少提高30%，人工成本降低约70%。我公司始终坚持业绩为王，持续提升综合管理效能，提高综合收益水平，为股东创造价值。感谢您的关注！,Positive,Positive,4,3
84,董秘您好，5G商用呼之欲出，请问公司在5G商业化方面有哪些具体准备工作，5G商业化后对公司运营是否构成影响？,尊敬的投资者您好！5G通信网络作为下一代通信网络具有更高的速率、更宽的带宽，是国家未来通信网络的发展方向，但目前5G通信网络正处于研发阶段，尚未正式商用。感谢您的关注！,Positive,Positive,4,2
85,您好！请问硅碳负极材料的进展情况如何？什么时候才能开始量产？,尊敬的投资者，您好。公司与上海大学（浙江•嘉兴）新兴产业研究院合作的硅碳负极材料项目预计将于7月底之前完成中试的工程建设，预计下半年可以中试出样进行量产测试。感谢您的关注。,Positive,Positive,4,3
86,董秘大人贵公司重组迟迟没有消息、股票自从脱帽后、跌了一个多月了、请问董秘公司重组是否还在继续？,"尊敬的投资者,您好！公司没有重组事项，目前公司第二大股东及其股东正在实施重整，重整进展情况以公司公告为准。感谢您对公司的关注！",Positive,Positive,4,3
87,董秘，2017年年报中的动物氨基酸的生产量是122万吨，可是你前段时间说苏氨酸的产能是20万吨，赖氨酸的产能是36万吨，请问这多出来的66万吨分别是什么氨基酸呢？这部分的氨基酸利润如何？,你好，动物营养氨基酸产品中包括赖氨酸、苏氨酸、色氨酸、味精渣以及淀粉附产品等产品，淀粉副产品包括玉米胚芽、玉米蛋白、纤维等等产品，这些产品为生产谷氨酸钠及苏氨酸、赖氨酸的副产品，谢谢关注！,Positive,Positive,4,2
88,请问贵公司在显示的信息中2015年底基金所持贵公司股票全部清仓，只剩余国家队，随后元旦开始股价暴跌，相关基金与贵公司是否存在内幕交易？公司宣布增发后股价一直被打压，是否存在公司刻意打压股价的行为低价增发？请问上述行为是否起到保护中小投资者？公司市值管理部门是否有保护提振公司股价计划？,买卖股票属于投资者个人行为，公司不存在内幕交易，也不存在打压股价的情况。公司注重市值维护和投资者关系管理，也积极采纳投资者的合理建议。股价走势受多种因素影响，目前公司经营情况良好，公司管理层勤勉尽责，致力于规范运作，努力创造优异业绩回报投资者。,Positive,Positive,4,3
89,公司有关注国家最新战略雄安新区吗？这里面机会多多，公司能否积极寻求机会合作,非常感谢您的建议，谢谢！,Positive,Positive,1,1
90,贵公司定增方案实施后，大股东的持股比例才28.39％，就控股比例来说也还是很低，没达到绝对控股，建议贵公司的大股东趁低大幅增持，实现股价平稳，实现公司市值管理。建议公司大股东实现绝对控股为最终目标。多年来贵公司手上物业和地产项目的价格应该都大幅上涨，股价却是2011年7月29日一半。,您好，感谢您对公司关注与建议！公司非常关注公司市值管理，但股价变化系市场行为，公司无法控制，望您能理解。作为一家上市的公众公司，定增方案一旦实施后，大股东28.39%的持股比例相较其它上市公司并不算低。,Negative,Positive,4,3
